Thời gian;Người gửi;Nội dung
2026-01-16 21:21:51;Hà Đăng Khôi;đáng ra tui nên như tổng tài
2026-01-16 21:21:52;Hà Đăng Khôi;:>
2026-01-16 21:21:59;Nghĩa Đoàn;:)))))
2026-01-16 21:22:00;Lê Ngọc Tuyền;=))))))))))))
2026-01-16 21:22:02;Mai Quỳnh Anh;đúng
2026-01-16 21:22:04;Mai Quỳnh Anh;lại còn ngầu
2026-01-16 21:22:05;Mai Quỳnh Anh;tongtai
2026-01-16 21:22:06;Mai Quỳnh Anh;quào
2026-01-16 21:22:11;Lê Ngọc Tuyền;mà ý là
2026-01-16 21:22:11;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:22:13;Lê Ngọc Tuyền;hong đúng gu ha xao
2026-01-16 21:22:17;Nghĩa Đoàn;vibe dễ đoán nha, hồi lớp 12 mới nói thì lũ bạn kiểu
2026-01-16 21:22:18;Lê Ngọc Tuyền;ha chưa sẵn sàng yêu ha sao
2026-01-16 21:22:21;Nghĩa Đoàn;chắc chắn là lớp a2
2026-01-16 21:22:21;Lê Ngọc Tuyền;kể ga =)))
2026-01-16 21:22:35;Nghĩa Đoàn;thằng nghía ko phải gu của mấy con báo báo từ a3 trở đi
2026-01-16 21:22:37;Nghĩa Đoàn;:))))
2026-01-16 21:22:43;Lê Ngọc Tuyền;=))))))))))))))
2026-01-16 21:22:48;Lê Ngọc Tuyền;hong ê cái ng thích ổng
2026-01-16 21:22:50;Lê Ngọc Tuyền;sẽ kiểu gì ta
2026-01-16 21:23:01;Lê Ngọc Tuyền;chắc những b mà siêu hướng nội
2026-01-16 21:23:03;Lê Ngọc Tuyền;âm thầm hả
2026-01-16 21:23:07;Mai Quỳnh Anh;nhiều khi gu ng ta dị rồi sao=))))
2026-01-16 21:23:10;Nghĩa Đoàn;hả, do muốn dính dô ty thôi:>
2026-01-16 21:23:22;Lê Ngọc Tuyền;kiểu nhỏ nhắn ít nói âm thầm phải hom
2026-01-16 21:23:22;Nghĩa Đoàn;thấy phiền lắm:)))
2026-01-16 21:23:32;Hà Đăng Khôi;muốn sao kh dính :>
2026-01-16 21:23:33;Lê Ngọc Tuyền;troi oi =))))))))))))
2026-01-16 21:23:41;Lê Ngọc Tuyền;ông dính ngãi gì dống a2 tui hả
2026-01-16 21:23:45;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:23:45;Mai Quỳnh Anh;=))))))))))))
2026-01-16 21:23:47;Mai Quỳnh Anh;tr má
2026-01-16 21:23:53;Mai Quỳnh Anh;hiếm có khó tìm á
2026-01-16 21:24:01;Nghĩa Đoàn;thấy 2 nhỏ đó đều rất quậy:)))
2026-01-16 21:24:01;Mai Quỳnh Anh;z ng ta ms dàu được
2026-01-16 21:24:03;Mai Quỳnh Anh;hk nghe chx
2026-01-16 21:24:05;Mai Quỳnh Anh;=))))
2026-01-16 21:24:10;Lê Ngọc Tuyền;trước tui cũng v mà tại đời đưa đẩy tui tấp dô=))
2026-01-16 21:24:18;Hà Đăng Khôi;à =)))))))))))))))0
2026-01-16 21:24:18;Lê Ngọc Tuyền;ũa =)))))))))))
2026-01-16 21:24:22;Lê Ngọc Tuyền;à ê cũng đúng
2026-01-16 21:24:25;Mai Quỳnh Anh;bth mà
2026-01-16 21:24:25;Lê Ngọc Tuyền;kiểu trái cực ha
2026-01-16 21:24:27;Mai Quỳnh Anh;=)))))))
2026-01-16 21:24:36;Mai Quỳnh Anh;gu dị dị á
2026-01-16 21:24:46;Nghĩa Đoàn;hk bth á, như tui muốn thì nửa kia cũng nên năng động, có toi im đủ rồi:))
2026-01-16 21:24:49;Mai Quỳnh Anh;bth con gái thích kiểu bad bad á
2026-01-16 21:24:51;Mai Quỳnh Anh;nhma nhiều khi
2026-01-16 21:24:55;Mai Quỳnh Anh;ng ta quen nhiều ng ta chán rồi
2026-01-16 21:24:57;Mai Quỳnh Anh;=))))))
2026-01-16 21:24:59;Lê Ngọc Tuyền;dị xao khong chịu thử =))
2026-01-16 21:25:04;Lê Ngọc Tuyền;má =))
2026-01-16 21:25:08;Lê Ngọc Tuyền;ê t siu anti bad bad =))
2026-01-16 21:25:12;Hà Đăng Khôi;=)))))))))
2026-01-16 21:25:17;Nghĩa Đoàn;cái cảm giác muốn có bồ chỉ xuất hiện lúc thấy ty đẹp thôi:>
2026-01-16 21:25:19;Lê Ngọc Tuyền;ra cái vibe đó gặp t là khỏi có cửa nchuyen =)))
2026-01-16 21:25:25;Nghĩa Đoàn;nhma tầm 20p tongtai hết thấy à:>
2026-01-16 21:25:31;Lê Ngọc Tuyền;ê
2026-01-16 21:25:34;Lê Ngọc Tuyền;dẫy là
2026-01-16 21:25:37;Mai Quỳnh Anh;=)))))))))))
2026-01-16 21:25:39;Lê Ngọc Tuyền;ổng cung gì dẫy
2026-01-16 21:25:44;Mai Quỳnh Anh;đa số hoi
2026-01-16 21:25:50;Mai Quỳnh Anh;song tử
2026-01-16 21:25:52;Mai Quỳnh Anh;":"">"
2026-01-16 21:25:59;Lê Ngọc Tuyền;trước có thằng bad boy nổi tiếng của trường luôn
2026-01-16 21:26:02;Nghĩa Đoàn;xquanh toi toàn những con ng mệt mỏi vì bồ bịch nên toi cũng ko có nhu cầu thêm phiền lắm:)))
2026-01-16 21:26:03;Lê Ngọc Tuyền;nó ghẹo tui
2026-01-16 21:26:05;Mai Quỳnh Anh;ủa song tử tháng mấy
2026-01-16 21:26:07;Lê Ngọc Tuyền;xong tui chửi-))
2026-01-16 21:26:15;Lê Ngọc Tuyền;giờ thêm câu chuyện của HK
2026-01-16 21:26:16;Lê Ngọc Tuyền;=)))
2026-01-16 21:26:21;Lê Ngọc Tuyền;khom
2026-01-16 21:26:23;Lê Ngọc Tuyền;nhma thra
2026-01-16 21:26:29;Lê Ngọc Tuyền;đúng ng thì iu dui =))
2026-01-16 21:26:36;Hà Đăng Khôi;=))))))))))))
2026-01-16 21:26:37;Nghĩa Đoàn;tháng 6
2026-01-16 21:26:42;Mai Quỳnh Anh;=))))))
2026-01-16 21:26:50;Nghĩa Đoàn;cuối tháng 6:>
2026-01-16 21:26:51;Mai Quỳnh Anh;ê tính ra
2026-01-16 21:26:54;Mai Quỳnh Anh;lọt top red mà
2026-01-16 21:26:55;Nghĩa Đoàn;song tử là tới 21/6
2026-01-16 21:26:58;Nghĩa Đoàn;tui 20/6
2026-01-16 21:26:58;Mai Quỳnh Anh;":"">>>"
2026-01-16 21:27:03;Lê Ngọc Tuyền;nghe cái sự mau chán tình yêu
2026-01-16 21:27:06;Lê Ngọc Tuyền;là biet bad òi
2026-01-16 21:27:07;Nghĩa Đoàn;hk biết có thêm thông tin gì hk chớ nó là dị:)))
2026-01-16 21:27:07;Lê Ngọc Tuyền;=)))
2026-01-16 21:27:22;Mai Quỳnh Anh;=)))))))
2026-01-16 21:27:25;Mai Quỳnh Anh;tui quen
2026-01-16 21:27:31;Mai Quỳnh Anh;hình như tầm 3 song tử ấy
2026-01-16 21:27:32;Hà Đăng Khôi;tui đang cố phân biệt hk với hk :>
2026-01-16 21:27:33;Nghĩa Đoàn;toi biết toi tệ nên đâu có dính dô ai:>>>
2026-01-16 21:27:33;Mai Quỳnh Anh;ê ý là
2026-01-16 21:27:37;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:27:38;Nghĩa Đoàn;dị là toi tốt chớ:)
2026-01-16 21:27:39;Mai Quỳnh Anh;bth kiểu hok mún iu đg á
2026-01-16 21:27:44;Mai Quỳnh Anh;mà nó iu vô nó lụy điên
2026-01-16 21:27:54;Lê Ngọc Tuyền;ê cũm đúm
2026-01-16 21:27:55;Lê Ngọc Tuyền;=))
2026-01-16 21:28:07;Lê Ngọc Tuyền;ê tui nói a tui quài
2026-01-16 21:28:09;Mai Quỳnh Anh;tk bn tui song tử nè
2026-01-16 21:28:10;Nghĩa Đoàn;ngta thả thì toi nhắn thẳng là đang ko có muốn yêu mà:))
2026-01-16 21:28:11;Lê Ngọc Tuyền;ổng bảo yêu lười
2026-01-16 21:28:15;Lê Ngọc Tuyền;cnao yêu đại ròi cưới
2026-01-16 21:28:16;Lê Ngọc Tuyền;tui nói
2026-01-16 21:28:16;Mai Quỳnh Anh;có 1 cr từ hồi lp 6 thì phải
2026-01-16 21:28:20;Mai Quỳnh Anh;cr 7 năm chx dứt luôn nè
2026-01-16 21:28:21;Mai Quỳnh Anh;=)))))
2026-01-16 21:28:29;Lê Ngọc Tuyền;gặp nhỏ nào nó dắt như bò ròi nhả ra là 50 tủi ròi cưới ai
2026-01-16 21:28:30;Lê Ngọc Tuyền;=)))
2026-01-16 21:28:37;Lê Ngọc Tuyền;á đù
2026-01-16 21:28:37;Lê Ngọc Tuyền;ê
2026-01-16 21:28:39;Lê Ngọc Tuyền;liêm dẫy
2026-01-16 21:28:39;Lê Ngọc Tuyền;:>
2026-01-16 21:28:42;Hà Đăng Khôi;=))))))))))))))))
2026-01-16 21:28:49;Lê Ngọc Tuyền;=)))
2026-01-16 21:29:01;Hà Đăng Khôi;=))))))))))))
2026-01-16 21:29:02;Lê Ngọc Tuyền;tui nói thẳng z quài cho ổng đi yêu á =))
2026-01-16 21:29:07;Lê Ngọc Tuyền;ê giờ khuyên TN y chang =))
2026-01-16 21:29:11;Mai Quỳnh Anh;hình như mí đứa song tử nó dị hay xao á
2026-01-16 21:29:12;Nghĩa Đoàn;đọc truyện đủ nhiều để thấy nghiệp quật đến với ng ko liêm là như nào:>
2026-01-16 21:29:13;Mai Quỳnh Anh;=))))))))
2026-01-16 21:29:18;Lê Ngọc Tuyền;ý là yêu để biet ntn là tốt ntn là xấu chứ =))))
2026-01-16 21:29:20;Nghĩa Đoàn;nên thôi thẳng thắn cho lẹ:>
2026-01-16 21:29:22;Mai Quỳnh Anh;chx tới khúc iu thiệt nên chx bt lụy là j th
2026-01-16 21:29:23;Mai Quỳnh Anh;=)))))))))))))
2026-01-16 21:29:32;Lê Ngọc Tuyền;ê z thoi
2026-01-16 21:29:36;Lê Ngọc Tuyền;khom xao
2026-01-16 21:29:42;Lê Ngọc Tuyền;ổng dị cũm hay
2026-01-16 21:29:43;Lê Ngọc Tuyền;=))
2026-01-16 21:29:46;Hà Đăng Khôi;zậy tính là là HK biết lựa
2026-01-16 21:29:52;Hà Đăng Khôi;lựa trúng người tồi
2026-01-16 21:29:53;Hà Đăng Khôi;:>
2026-01-16 21:29:58;Lê Ngọc Tuyền;=)))
2026-01-16 21:29:58;Mai Quỳnh Anh;green=))))) có cái với hok tới th=))))
2026-01-16 21:30:01;Nghĩa Đoàn;thôi, từ từ đi:)
2026-01-16 21:30:12;Nghĩa Đoàn;mẹ e cũng kêu hết đhoc rồi tính mà
2026-01-16 21:30:15;Lê Ngọc Tuyền;y chang a2 tui thiệt ta
2026-01-16 21:30:16;Lê Ngọc Tuyền;:>
2026-01-16 21:30:17;Nghĩa Đoàn;hk ai dí hết nên chill
2026-01-16 21:30:24;Lê Ngọc Tuyền;nếu ông có nhỏ em gái
2026-01-16 21:30:27;Lê Ngọc Tuyền;đòi cháu
2026-01-16 21:30:27;Hà Đăng Khôi;nhà tui
2026-01-16 21:30:28;Lê Ngọc Tuyền;như tui
2026-01-16 21:30:30;Lê Ngọc Tuyền;=))))))))))))))))))))
2026-01-16 21:30:32;Hà Đăng Khôi;còn ông anh họ 32
2026-01-16 21:30:34;Hà Đăng Khôi;nên là
2026-01-16 21:30:39;Mai Quỳnh Anh;=))))))))))))))))))
2026-01-16 21:30:39;Hà Đăng Khôi;còn lâu mới tới tui
2026-01-16 21:30:41;Hà Đăng Khôi;:>
2026-01-16 21:30:41;Lê Ngọc Tuyền;toi siêu thích con nít troi oi >
2026-01-16 21:30:43;Nghĩa Đoàn;tôi vả nó liền:>
2026-01-16 21:30:45;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:30:47;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:30:57;Mai Quỳnh Anh;tr oi
2026-01-16 21:30:58;Mai Quỳnh Anh;=))))))))))))))))))
2026-01-16 21:31:00;Lê Ngọc Tuyền;tui với a2 tui quánh lộn ngày 100 giác
2026-01-16 21:31:09;Lê Ngọc Tuyền;nhma tui nghe câu này vẫn thấy bùn =)))
2026-01-16 21:31:09;Nghĩa Đoàn;NT anti HK đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:31:17;Nghĩa Đoàn;có tấm chắn:>
2026-01-16 21:31:27;Mai Quỳnh Anh;chị tui chiều tui lắm=)))))
2026-01-16 21:31:31;Lê Ngọc Tuyền;bảo mật 1 lớp
2026-01-16 21:31:33;Lê Ngọc Tuyền;nguy hiểm
2026-01-16 21:31:33;Lê Ngọc Tuyền;:>
2026-01-16 21:31:35;Hà Đăng Khôi;đúm :>
2026-01-16 21:31:39;Mai Quỳnh Anh;nhma bả cx chx quen ai bao h=))))))
2026-01-16 21:31:44;Hà Đăng Khôi;kh kh
2026-01-16 21:31:45;Nghĩa Đoàn;ai hỏi thì cứ kiểu: nào a ấy có thì con có:>
2026-01-16 21:31:46;Lê Ngọc Tuyền;z chứ giờ ông cưới chắc a ông xĩu á =)))
2026-01-16 21:31:47;Hà Đăng Khôi;còn nữa :>
2026-01-16 21:31:52;Hà Đăng Khôi;nma lớn nhất thì là dị
2026-01-16 21:31:52;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:31:54;Hà Đăng Khôi;:>
2026-01-16 21:31:55;Lê Ngọc Tuyền;à à
2026-01-16 21:31:58;Lê Ngọc Tuyền;chill dị=))
2026-01-16 21:32:06;Hà Đăng Khôi;còn lâu mới tới lượt
2026-01-16 21:32:10;Lê Ngọc Tuyền;haiz dị là tongtai hong đủ wao trên mặt trận này gòi
2026-01-16 21:32:10;Lê Ngọc Tuyền;:>
2026-01-16 21:32:15;Mai Quỳnh Anh;=))))))))))
2026-01-16 21:32:20;Mai Quỳnh Anh;có j wao hơn hok tongtai
2026-01-16 21:32:21;Nghĩa Đoàn;thì đó:>
2026-01-16 21:32:23;Mai Quỳnh Anh;nghĩ đyy
2026-01-16 21:32:23;Nghĩa Đoàn;cóa wow đâu
2026-01-16 21:32:27;Mai Quỳnh Anh;giành lại thế trận đyyy
2026-01-16 21:32:43;Nghĩa Đoàn;nhma bạn lớp 12 đó thì h đang hc trg mình luôn:)))
2026-01-16 21:32:43;Hà Đăng Khôi;:>
2026-01-16 21:32:50;Mai Quỳnh Anh;=))))))))))))))
2026-01-16 21:32:51;Lê Ngọc Tuyền;quàoo
2026-01-16 21:32:52;Mai Quỳnh Anh;omg
2026-01-16 21:32:57;Lê Ngọc Tuyền;oi
2026-01-16 21:32:59;Lê Ngọc Tuyền;còn hơm :>
2026-01-16 21:33:04;Hà Đăng Khôi;nhắc mới nhớ :>
2026-01-16 21:33:06;Lê Ngọc Tuyền;biet đâu cuối cùng
2026-01-16 21:33:07;Nghĩa Đoàn;cũng ở ktxb thì phải
2026-01-16 21:33:15;Lê Ngọc Tuyền;em vì a mà đến với trừòng này
2026-01-16 21:33:16;Lê Ngọc Tuyền;quàooo
2026-01-16 21:33:17;Triêm Đoàn;Có khi khoa sinh
2026-01-16 21:33:17;Lê Ngọc Tuyền;:>
2026-01-16 21:33:22;Mai Quỳnh Anh;"nhma làm bn vs song tử dui=)))))))
quen thì hok bt
tại bn tui song tử tk nào cx ế=))))"
2026-01-16 21:33:24;Hà Đăng Khôi;"hồi trước ""bạn kia"" cũng đặt nv vô trường mình ngành mình :>"
2026-01-16 21:33:30;Nghĩa Đoàn;í kiểu ko biết cũng phải biết vì lũ bạn nó sẽ kể cho toi biết:)))
2026-01-16 21:33:31;Hà Đăng Khôi;đăng str bạn tui cap cho tui
2026-01-16 21:33:36;Hà Đăng Khôi;nma rớt
2026-01-16 21:33:38;Hà Đăng Khôi;=)))
2026-01-16 21:33:44;Triêm Đoàn;:))))
2026-01-16 21:33:45;Lê Ngọc Tuyền;quào
2026-01-16 21:33:46;Lê Ngọc Tuyền;:>
2026-01-16 21:33:49;Mai Quỳnh Anh;má=))))))))
2026-01-16 21:33:50;Mai Quỳnh Anh;ê nha
2026-01-16 21:33:53;Lê Ngọc Tuyền;ê hoi
2026-01-16 21:33:56;Nghĩa Đoàn;hồi đầu lúc nhắn là do học chung lớp học thêm hè 12:v
2026-01-16 21:33:58;Lê Ngọc Tuyền;tui muốn ship thuyền này
2026-01-16 21:33:59;Lê Ngọc Tuyền;:>
2026-01-16 21:34:06;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:34:07;Nghĩa Đoàn;xong biết tui trg này qua lời bạn thân tui
2026-01-16 21:34:12;Nghĩa Đoàn;xong nhắn hỏi:)
2026-01-16 21:34:16;Mai Quỳnh Anh;may quá gặp qa là chếc rồi
2026-01-16 21:34:17;Mai Quỳnh Anh;=)))))
2026-01-16 21:34:18;Mai Quỳnh Anh;qa ghéc
2026-01-16 21:34:21;Lê Ngọc Tuyền;thoi
2026-01-16 21:34:26;Lê Ngọc Tuyền;có khi là tìm cách nchuyen á
2026-01-16 21:34:30;Nghĩa Đoàn;tongtai cũng tư vấn vì biết có ng muốn dô trg ú vì lúc đó có mình tongtai à:))
2026-01-16 21:34:36;Lê Ngọc Tuyền;à à
2026-01-16 21:34:37;Hà Đăng Khôi;:>
2026-01-16 21:34:45;Nghĩa Đoàn;uk, xong hết rồi
2026-01-16 21:34:45;Lê Ngọc Tuyền;oi dị mà hỏng rung rinh hả
2026-01-16 21:34:46;Nghĩa Đoàn;:))))
2026-01-16 21:34:47;Triêm Đoàn;Biết đc 1 người lhong biết đoán đúng khong
2026-01-16 21:34:49;Triêm Đoàn;:))))
2026-01-16 21:35:00;Lê Ngọc Tuyền;bth nghe đồn cgai mà chủ động thì hầu như ctrai đồ
2026-01-16 21:35:07;Nghĩa Đoàn;thì cũng học giỏi, xinh, cũng năng động:>>>
2026-01-16 21:35:13;Lê Ngọc Tuyền;oi
2026-01-16 21:35:13;Nghĩa Đoàn;nhma trúng phải thằng sợ tình yêu
2026-01-16 21:35:14;Nghĩa Đoàn;:)))))
2026-01-16 21:35:15;Lê Ngọc Tuyền;đúng gu òi mà
2026-01-16 21:35:18;Lê Ngọc Tuyền;troi oi
2026-01-16 21:35:19;Lê Ngọc Tuyền;uổng dẫy
2026-01-16 21:35:22;Mai Quỳnh Anh;ụa=))))))))))
2026-01-16 21:35:24;Lê Ngọc Tuyền;giờ còn liên lạc hong
2026-01-16 21:35:24;Mai Quỳnh Anh;ê nha tongtai
2026-01-16 21:35:28;Mai Quỳnh Anh;toi ship
2026-01-16 21:35:33;Mai Quỳnh Anh;cho in4 liềng
2026-01-16 21:35:33;Lê Ngọc Tuyền;còn kb hong
2026-01-16 21:35:34;Lê Ngọc Tuyền;oiii
2026-01-16 21:35:45;Lê Ngọc Tuyền;uổng dị
2026-01-16 21:35:45;Nghĩa Đoàn;tha, hình như có ny mới gòi:))
2026-01-16 21:35:50;Lê Ngọc Tuyền;troi oi
2026-01-16 21:35:51;Triêm Đoàn;:)))
2026-01-16 21:35:51;Hà Đăng Khôi;cặp này kh khả quan lắm nhỉ
2026-01-16 21:35:52;Hà Đăng Khôi;:>
2026-01-16 21:35:55;Lê Ngọc Tuyền;TN oi là TN
2026-01-16 21:35:56;Lê Ngọc Tuyền;thoi
2026-01-16 21:36:04;Nghĩa Đoàn;vẫn là lũ bạn nói nhé:)))
2026-01-16 21:36:04;Triêm Đoàn;Từ năm ngoái ròi há
2026-01-16 21:36:06;Lê Ngọc Tuyền;tui thấy QA cũng xinh năng động học giỏi nè
2026-01-16 21:36:11;Lê Ngọc Tuyền;được cái có chủ ròi
2026-01-16 21:36:13;Lê Ngọc Tuyền;được hong
2026-01-16 21:36:14;Hà Đăng Khôi;=))))))))))))))))))))))
2026-01-16 21:36:15;Lê Ngọc Tuyền;=))))))))))))))))0
2026-01-16 21:36:21;Nghĩa Đoàn;bạn thân toi thuyền cứng còn ko làm đc:))
2026-01-16 21:36:23;Triêm Đoàn;=)))))))))))))
2026-01-16 21:36:23;Mai Quỳnh Anh;??=)))))))))
2026-01-16 21:36:24;Mai Quỳnh Anh;j z tr
2026-01-16 21:36:34;Lê Ngọc Tuyền;hời ơi
2026-01-16 21:36:34;Hà Đăng Khôi;:>
2026-01-16 21:36:35;Hà Đăng Khôi;:>
2026-01-16 21:36:36;Hà Đăng Khôi;:>
2026-01-16 21:36:42;Lê Ngọc Tuyền;TN là 1 nốt trầm
2026-01-16 21:36:45;Mai Quỳnh Anh;hồi nào
2026-01-16 21:36:46;Mai Quỳnh Anh;:(
2026-01-16 21:36:46;Nghĩa Đoàn;dừng lại đi, QA là của NT rồi:>
2026-01-16 21:36:53;Lê Ngọc Tuyền;đroi
2026-01-16 21:36:54;Lê Ngọc Tuyền;ụa
2026-01-16 21:36:55;Lê Ngọc Tuyền;a nè e
2026-01-16 21:36:58;Lê Ngọc Tuyền;troi oi=))))))))
2026-01-16 21:37:01;Lê Ngọc Tuyền;em oi a nè=))))))))
2026-01-16 21:37:13;Hà Đăng Khôi;=)))))))))))))))))))
2026-01-16 21:37:19;Mai Quỳnh Anh;à
2026-01-16 21:37:21;Mai Quỳnh Anh;=))))))))))))))))))))
2026-01-16 21:37:23;Lê Ngọc Tuyền;=)))))))))
2026-01-16 21:37:24;Lê Ngọc Tuyền;xao mà
2026-01-16 21:37:25;Mai Quỳnh Anh;uk ha
2026-01-16 21:37:26;Mai Quỳnh Anh;ahihi
2026-01-16 21:37:27;Lê Ngọc Tuyền;em nhạy cảm quá
2026-01-16 21:37:27;Lê Ngọc Tuyền;:>
2026-01-16 21:37:32;Mai Quỳnh Anh;anh bị cuốn theo câu chiện
2026-01-16 21:37:32;Mai Quỳnh Anh;:(
2026-01-16 21:37:33;Lê Ngọc Tuyền;em hay nghĩ tới cái a kia quá
2026-01-16 21:37:34;Lê Ngọc Tuyền;:>>
2026-01-16 21:37:34;Nghĩa Đoàn;xloi vì tongtai quá ấy:()
2026-01-16 21:37:41;Lê Ngọc Tuyền;hong tha thì
2026-01-16 21:37:41;Mai Quỳnh Anh;a nào em
2026-01-16 21:37:42;Mai Quỳnh Anh;=))
2026-01-16 21:37:44;Lê Ngọc Tuyền;zay cũm bth mò
2026-01-16 21:37:50;Lê Ngọc Tuyền;à đou coá
2026-01-16 21:37:52;Lê Ngọc Tuyền;a nói bậy á
2026-01-16 21:37:55;Lê Ngọc Tuyền;:>
2026-01-16 21:38:05;Lê Ngọc Tuyền;mà kiểu
2026-01-16 21:38:16;Lê Ngọc Tuyền;từ nhỏ tới lớn
2026-01-16 21:38:20;Lê Ngọc Tuyền;tongtai cứ bth dị é hẽ
2026-01-16 21:38:26;Nghĩa Đoàn;ye ýe
2026-01-16 21:38:28;Nghĩa Đoàn;:))))
2026-01-16 21:38:31;Lê Ngọc Tuyền;hỏng có thấy em nào thú dị
2026-01-16 21:38:34;Lê Ngọc Tuyền;ha gây chú ý
2026-01-16 21:38:35;Nghĩa Đoàn;chill vì đời bth, ko drama:>
2026-01-16 21:38:37;Mai Quỳnh Anh;=)))))))))))))))))
2026-01-16 21:38:38;Lê Ngọc Tuyền;ha ấn tượng
2026-01-16 21:38:41;Mai Quỳnh Anh;z là
2026-01-16 21:38:41;Lê Ngọc Tuyền;ha cute
2026-01-16 21:38:44;Lê Ngọc Tuyền;ha cgi cgi hả
2026-01-16 21:38:45;Lê Ngọc Tuyền;thiệt dị á hả
2026-01-16 21:38:46;Nghĩa Đoàn;bạn hồi 12 đóa
2026-01-16 21:38:47;Lê Ngọc Tuyền;=))
2026-01-16 21:38:52;Mai Quỳnh Anh;chx có ai đủ để tongtai kêu cô gái này thiệt là thú dị hả
2026-01-16 21:38:53;Mai Quỳnh Anh;=)))))))
2026-01-16 21:38:57;Lê Ngọc Tuyền;à là cái b này
2026-01-16 21:39:04;Lê Ngọc Tuyền;là ấn tượng nhứt hả
2026-01-16 21:39:07;Hà Đăng Khôi;kh có nên xin lỗi suông :>>
2026-01-16 21:39:12;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:39:15;Mai Quỳnh Anh;đúng
2026-01-16 21:39:16;Mai Quỳnh Anh;=))))))
2026-01-16 21:39:24;Lê Ngọc Tuyền;=)))
2026-01-16 21:39:29;Nghĩa Đoàn;hk, í hồi lớp 10 dô hc là chú ý rồi:>
2026-01-16 21:39:34;Nghĩa Đoàn;nhma cũng là chú ý thôi:)))
2026-01-16 21:39:35;Nghĩa Đoàn;hết
2026-01-16 21:39:36;Lê Ngọc Tuyền;ơi
2026-01-16 21:39:40;Lê Ngọc Tuyền;trời ơi
2026-01-16 21:39:43;Lê Ngọc Tuyền;uổng vãi ò
2026-01-16 21:39:44;Mai Quỳnh Anh;tr oi
2026-01-16 21:39:45;Lê Ngọc Tuyền;ê tính ra
2026-01-16 21:39:46;Mai Quỳnh Anh;=)))))))))
2026-01-16 21:39:47;Lê Ngọc Tuyền;ông chú ý ngta
2026-01-16 21:39:47;Mai Quỳnh Anh;móa
2026-01-16 21:39:50;Lê Ngọc Tuyền;xong ngta chủ động nhắn
2026-01-16 21:39:52;Mai Quỳnh Anh;tongtai ơi là tongtai
2026-01-16 21:39:53;Mai Quỳnh Anh;:(
2026-01-16 21:39:54;Nghĩa Đoàn;tongtai với phương châm cách ly ty xin lỗi cả nhà:))
2026-01-16 21:39:55;Lê Ngọc Tuyền;mà ông bth z á hả
2026-01-16 21:39:55;Lê Ngọc Tuyền;:>
2026-01-16 21:40:07;Hà Đăng Khôi;=)))))))))
2026-01-16 21:40:11;Lê Ngọc Tuyền;v cái khúc mà
2026-01-16 21:40:16;Lê Ngọc Tuyền;b đó chủ động nhắn
2026-01-16 21:40:19;Lê Ngọc Tuyền;tongtai thấy sao
2026-01-16 21:40:24;Lê Ngọc Tuyền;ý là có rung rinh xíu nào khom
2026-01-16 21:40:25;Lê Ngọc Tuyền;:>
2026-01-16 21:40:26;Nghĩa Đoàn;thì cũng bth thôi:)
2026-01-16 21:40:29;Nghĩa Đoàn;có gì đâu:)
2026-01-16 21:40:30;Lê Ngọc Tuyền;=)))))))))))))))))))))))))
2026-01-16 21:40:31;Lê Ngọc Tuyền;bth
2026-01-16 21:40:33;Lê Ngọc Tuyền;là thé là
2026-01-16 21:40:34;Mai Quỳnh Anh;=)))))))))))))))))))
2026-01-16 21:40:35;Mai Quỳnh Anh;má
2026-01-16 21:40:41;Lê Ngọc Tuyền;xao lại tbh
2026-01-16 21:40:42;Nghĩa Đoàn;nhắn hổi trg ra sao với nhờ chỉ bài lý
2026-01-16 21:40:53;Mai Quỳnh Anh;omg
2026-01-16 21:40:54;Lê Ngọc Tuyền;haiz =))
2026-01-16 21:40:58;Mai Quỳnh Anh;ng ta cỡ đó rồi đó
2026-01-16 21:40:59;Mai Quỳnh Anh;:(
2026-01-16 21:41:01;Lê Ngọc Tuyền;hy vọng là đừng có cô gái nào
2026-01-16 21:41:03;Nghĩa Đoàn;thì bth cũng hay giúp ngkhac dị, nay tự nhiên lớp khác mà chắc thấy học thêm tongtai dỏi nên ib hỏi cũng bth:>
2026-01-16 21:41:06;Nghĩa Đoàn;nên bth thôi:)))
2026-01-16 21:41:07;Lê Ngọc Tuyền;suy vì tongtai
